Maison	Offres actives	Secteur	Groupe	Site officiel	URL source	Statut	Note
Swarovski AG, Triesen, Zweigniederlassung Männedorf	2	JEWELRY_WATCHES		swarovski.com	https://swarovski.com/	RATTACHÉ	Entité juridique / pays rattachée à Swarovski.
LA BRUNE ET LA BLONDE	2	FASHION		labruneetlablonde.com	https://labruneetlablonde.com/	IDENTIFIÉ	Domaine officiel de la marque / société.
Coach Consulting Dongguan	2	RETAIL		coach.com	https://coach.com/	RATTACHÉ	Entité juridique / pays rattachée à Coach.
KUJTEN CACHEMIRE	2	FASHION		kujten.com	https://kujten.com/	IDENTIFIÉ	Domaine officiel de la marque / société.
THA- Levi Strauss (Thailand)	2	RETAIL		levi.com	https://levi.com/	IDENTIFIÉ	Domaine officiel de la marque / société.
MAILLE CREATION	2	FASHION		maillecreation.fr	https://maillecreation.fr/	IDENTIFIÉ	Domaine officiel de la marque / société.
NIKIN	2	RETAIL		nikin.ch	https://nikin.ch/	IDENTIFIÉ	Domaine officiel de la marque / société.
UNIQLO EUROPE LIMITED NETHERLANDS BRANCH	2	FASHION		uniqlo.com	https://uniqlo.com/	RATTACHÉ	Entité juridique / pays rattachée à Uniqlo.
Tapestry (Cambodia) Company	2	RETAIL		tapestry.com	https://tapestry.com/	RATTACHÉ	Entité juridique / pays rattachée à Tapestry.
Saffron	2	RETAIL				À VÉRIFIER	Nom trop ambigu ou insuffisamment distinctif pour attribuer un domaine sans risque d’erreur.
route one skin	2	RETAIL		routeoneskin.com	https://routeoneskin.com/	IDENTIFIÉ	Domaine officiel de la marque / société.
Sarenza Studio	2	RETAIL		sarenza.com	https://sarenza.com/	IDENTIFIÉ	Domaine officiel de la marque / société.
AXEL ARIGATO	2	RETAIL		axelarigato.com	https://axelarigato.com/	IDENTIFIÉ	Domaine officiel de la marque / société.
Coach Management (Shanghai)	2	RETAIL		coach.com	https://coach.com/	RATTACHÉ	Entité juridique / pays rattachée à Coach.
ASKET	2	RETAIL		asket.com	https://asket.com/	IDENTIFIÉ	Domaine officiel de la marque / société.
Les Ateliers Autrement	2	RETAIL		ateliers-autrement.com	https://ateliers-autrement.com/	IDENTIFIÉ	Domaine officiel de la marque / société.
Bloom	2	RETAIL				À VÉRIFIER	Nom trop ambigu ou insuffisamment distinctif pour attribuer un domaine sans risque d’erreur.
MGI Luxury Trading	2	FASHION		movadogroup.com	https://movadogroup.com/	RATTACHÉ	Entité juridique / pays rattachée à Movado Group.
Fay	2	RETAIL				À VÉRIFIER	Nom trop ambigu ou insuffisamment distinctif pour attribuer un domaine sans risque d’erreur.
Giga	2	RETAIL				À VÉRIFIER	Nom trop ambigu ou insuffisamment distinctif pour attribuer un domaine sans risque d’erreur.
BELLA+CANVAS	2	RETAIL		bellacanvas.com	https://bellacanvas.com/	IDENTIFIÉ	Domaine officiel de la marque / société.
J	2	RETAIL				À VÉRIFIER	Nom trop ambigu ou insuffisamment distinctif pour attribuer un domaine sans risque d’erreur.
DSW Kristall AG & Co KG	2	RETAIL		swarovski.com	https://swarovski.com/	RATTACHÉ	Entité juridique / pays rattachée à Swarovski.
PARADE	2	FASHION	Groupe Eram	parade-protection.com	https://parade-protection.com/	IDENTIFIÉ	Domaine officiel de la marque / société.
MGS Distribution	2	RETAIL				À VÉRIFIER	Nom trop ambigu ou insuffisamment distinctif pour attribuer un domaine sans risque d’erreur.
Hast	2	RETAIL		hastparis.com	https://hastparis.com/	IDENTIFIÉ	Domaine officiel de la marque / société.
Swarovski Manufacturing Vietnam	2	JEWELRY_WATCHES		swarovski.com	https://swarovski.com/	RATTACHÉ	Entité juridique / pays rattachée à Swarovski.
Kymono	2	RETAIL		kymono.co	https://kymono.co/	IDENTIFIÉ	Domaine officiel de la marque / société.
Tom Wood	2	RETAIL		tomwoodproject.com	https://tomwoodproject.com/	IDENTIFIÉ	Domaine officiel de la marque / société.
UNIQLO EUROPE LIMITED SWEDISH BRANCH	2	FASHION		uniqlo.com	https://uniqlo.com/	RATTACHÉ	Entité juridique / pays rattachée à Uniqlo.
PROTOTEXTILE	2	FASHION				À VÉRIFIER	Nom trop ambigu ou insuffisamment distinctif pour attribuer un domaine sans risque d’erreur.
LEBEURRE	2	RETAIL		lma1880.com	https://lma1880.com/	IDENTIFIÉ	Domaine officiel de la marque / société.
MADNETWORK	2	RETAIL				À VÉRIFIER	Nom trop ambigu ou insuffisamment distinctif pour attribuer un domaine sans risque d’erreur.
Make My Lemonade	2	RETAIL		makemylemonade.com	https://makemylemonade.com/	IDENTIFIÉ	Domaine officiel de la marque / société.
ABSOLUT CASHMERE	1	FASHION		absolutcashmere.com	https://absolutcashmere.com/	IDENTIFIÉ	Domaine officiel de la marque / société.
LESAGE PARIS	1	FASHION		lesage-paris.com	https://lesage-paris.com/	IDENTIFIÉ	Domaine officiel de la marque / société.
MVO STUDIO	1	FASHION		mvo-studio.fr	https://mvo-studio.fr/	IDENTIFIÉ	Domaine officiel de la marque / société.
MIRA BELLEPARIS	1	FASHION		mira-belle.fr	https://mira-belle.fr/	IDENTIFIÉ	Domaine officiel de la marque / société.
SIGAL	1	FASHION		sigalparis.com	https://sigalparis.com/	IDENTIFIÉ	Domaine officiel de la marque / société.
ZAPA (GROUPE BRAND SISTERS)	1	FASHION		zapa.fr	https://zapa.fr/	IDENTIFIÉ	Domaine officiel de la marque / société.
JAMINI	1	FASHION				À VÉRIFIER	Nom trop ambigu ou insuffisamment distinctif pour attribuer un domaine sans risque d’erreur.
Movado Group Deutchland	1	RETAIL		movadogroup.com	https://movadogroup.com/	RATTACHÉ	Entité juridique / pays rattachée à Movado Group.
CAMELEONS RH	1	FASHION		cameleonsrh.com	https://cameleonsrh.com/	IDENTIFIÉ	Domaine officiel de la marque / société.
DINH VAN PARIS	1	JEWELRY_WATCHES		dinhvan.com	https://dinhvan.com/	IDENTIFIÉ	Domaine officiel de la marque / société.
MANGO SINGAPORE GARMENTS PTE, LTD	1	FASHION		mango.com	https://mango.com/	RATTACHÉ	Entité juridique / pays rattachée à Mango.
LE GUILLOU HABILLEUR	1	FASHION				À VÉRIFIER	Nom trop ambigu ou insuffisamment distinctif pour attribuer un domaine sans risque d’erreur.
BRUNELLO CUCINELLI (MACAU) FASHION	1	FASHION		brunellocucinelli.com	https://brunellocucinelli.com/	RATTACHÉ	Entité juridique / pays rattachée à Brunello Cucinelli.
Jimmy Choo	1	RETAIL		jimmychoo.com	https://jimmychoo.com/	IDENTIFIÉ	Domaine officiel de la marque / société.
Jimmy Choo Florence	1	RETAIL		jimmychoo.com	https://jimmychoo.com/	RATTACHÉ	Entité juridique / pays rattachée à Jimmy Choo.
Itachoo	1	RETAIL				À VÉRIFIER	Nom trop ambigu ou insuffisamment distinctif pour attribuer un domaine sans risque d’erreur.
NIKE Retail Hungary	1	RETAIL		nike.com	https://nike.com/	RATTACHÉ	Entité juridique / pays rattachée à Nike.
New Balance Athletics	1	RETAIL		newbalance.com	https://newbalance.com/	RATTACHÉ	Entité juridique / pays rattachée à New Balance.
WSN DEVELOPPEMENT	1	FASHION		wsn-events.com	https://wsn-events.com/	IDENTIFIÉ	Domaine officiel de la marque / société.
Kering Beaute	1	LUXURY		kering.com	https://kering.com/	IDENTIFIÉ	Domaine officiel de la marque / société.
58 FACETTES	1	FASHION		58facettes.fr	https://58facettes.fr/	IDENTIFIÉ	Domaine officiel de la marque / société.
BERENICE	1	FASHION		berenice.net	https://berenice.net/	IDENTIFIÉ	Domaine officiel de la marque / société.
Versace Austria	1	RETAIL		versace.com	https://versace.com/	RATTACHÉ	Entité juridique / pays rattachée à Versace.
LEMAIRE	1	FASHION		lemaire.fr	https://lemaire.fr/	IDENTIFIÉ	Domaine officiel de la marque / société.
J Choo (Switzerland)	1	RETAIL		jimmychoo.com	https://jimmychoo.com/	RATTACHÉ	Entité juridique / pays rattachée à Jimmy Choo.
VOILA ST BARTH	1	FASHION				À VÉRIFIER	Nom trop ambigu ou insuffisamment distinctif pour attribuer un domaine sans risque d’erreur.
MGI Distribution Pte	1	RETAIL		movadogroup.com	https://movadogroup.com/	RATTACHÉ	Entité juridique / pays rattachée à Movado Group.
éclipse	1	RETAIL				À VÉRIFIER	Nom trop ambigu ou insuffisamment distinctif pour attribuer un domaine sans risque d’erreur.
SOPHIE D'AGON	1	FASHION		sophiedagon.com	https://sophiedagon.com/	IDENTIFIÉ	Domaine officiel de la marque / société.
UNODE50	1	FASHION		uno-de-50.com	https://uno-de-50.com/	IDENTIFIÉ	Domaine officiel de la marque / société.
SOPHIE MALLEBRANCHE®	1	FASHION		sophiemallebranche.com	https://sophiemallebranche.com/	IDENTIFIÉ	Domaine officiel de la marque / société.
Kering Group Operations & Technologies	1	LUXURY		kering.com	https://kering.com/	IDENTIFIÉ	Domaine officiel de la marque / société.
HÉROÏNES !	1	FASHION		heroines.fr	https://heroines.fr/	IDENTIFIÉ	Domaine officiel de la marque / société.
Jimmy Choo Hungary KFT	1	RETAIL		jimmychoo.com	https://jimmychoo.com/	RATTACHÉ	Entité juridique / pays rattachée à Jimmy Choo.
JS MILLENIUM ENVIES	1	FASHION				À VÉRIFIER	Nom trop ambigu ou insuffisamment distinctif pour attribuer un domaine sans risque d’erreur.
ARLETTIE	1	FASHION		arlettie.com	https://arlettie.com/	IDENTIFIÉ	Domaine officiel de la marque / société.
APOSTROPHE	1	FASHION		apostrophe-paris.com	https://apostrophe-paris.com/	IDENTIFIÉ	Domaine officiel de la marque / société.
THE KORNER	1	FASHION		thekorner.fr	https://thekorner.fr/	IDENTIFIÉ	Domaine officiel de la marque / société.
Cove	1	RETAIL				À VÉRIFIER	Nom trop ambigu ou insuffisamment distinctif pour attribuer un domaine sans risque d’erreur.
MOLLY BRACKEN	1	FASHION		mollybracken.com	https://mollybracken.com/	IDENTIFIÉ	Domaine officiel de la marque / société.
STEAMONE	1	FASHION		steam-one.com	https://steam-one.com/	IDENTIFIÉ	Domaine officiel de la marque / société.
Rosae Paris	1	RETAIL		rosaeparis.com	https://rosaeparis.com/	IDENTIFIÉ	Domaine officiel de la marque / société.
PATTERN	1	RETAIL				À VÉRIFIER	Nom trop ambigu ou insuffisamment distinctif pour attribuer un domaine sans risque d’erreur.
LOSANJE	1	FASHION		losanje.com	https://losanje.com/	IDENTIFIÉ	Domaine officiel de la marque / société.
MARTHA	1	RETAIL		martha.paris	https://martha.paris/	IDENTIFIÉ	Domaine officiel de la marque / société.
Nooānce	1	RETAIL		nooance-paris.com	https://nooance-paris.com/	IDENTIFIÉ	Domaine officiel de la marque / société.
MANGO BULGARIA EOOD	1	FASHION		mango.com	https://mango.com/	RATTACHÉ	Entité juridique / pays rattachée à Mango.
Amantys	1	RETAIL		amantys.fr	https://amantys.fr/	IDENTIFIÉ	Domaine officiel de la marque / société.
Chandon	1	LUXURY		chandon.com	https://chandon.com/	IDENTIFIÉ	Domaine officiel de la marque / société.
Brut Clothing	1	RETAIL		brut-clothing.com	https://brut-clothing.com/	IDENTIFIÉ	Domaine officiel de la marque / société.
Inuwet	1	RETAIL		inuwet.com	https://inuwet.com/	IDENTIFIÉ	Domaine officiel de la marque / société.
ISOTONER	1	RETAIL		isotoner.fr	https://isotoner.fr/	IDENTIFIÉ	Domaine officiel de la marque / société.
PETIT PICOTIN	1	RETAIL		petitpicotin.com	https://petitpicotin.com/	IDENTIFIÉ	Domaine officiel de la marque / société.
Cuyana	1	RETAIL		cuyana.com	https://cuyana.com/	IDENTIFIÉ	Domaine officiel de la marque / société.
Laboté	1	RETAIL		labote.com	https://labote.com/	IDENTIFIÉ	Domaine officiel de la marque / société.
Velvet Canyon	1	RETAIL		velvetcanyon.com	https://velvetcanyon.com/	IDENTIFIÉ	Domaine officiel de la marque / société.
Oden	1	RETAIL		oden.fr	https://oden.fr/	IDENTIFIÉ	Domaine officiel de la marque / société.
Call It By Your Name	1	RETAIL		callitbyyourname.fr	https://callitbyyourname.fr/	IDENTIFIÉ	Domaine officiel de la marque / société.
FRNCH	1	RETAIL		frnch.fr	https://frnch.fr/	IDENTIFIÉ	Domaine officiel de la marque / société.
Kerzon	1	RETAIL		kerzon.paris	https://kerzon.paris/	IDENTIFIÉ	Domaine officiel de la marque / société.
Trone	1	RETAIL				À VÉRIFIER	Nom trop ambigu ou insuffisamment distinctif pour attribuer un domaine sans risque d’erreur.
Vanessa Wu	1	RETAIL		vanessawu.com	https://vanessawu.com/	IDENTIFIÉ	Domaine officiel de la marque / société.
YAY	1	RETAIL		yay.paris	https://yay.paris/	IDENTIFIÉ	Domaine officiel de la marque / société.
Jérôme Dreyfuss	1	RETAIL		jerome-dreyfuss.com	https://jerome-dreyfuss.com/	IDENTIFIÉ	Domaine officiel de la marque / société.
RealSelf	1	RETAIL		realself.com	https://realself.com/	IDENTIFIÉ	Domaine officiel de la marque / société.
Tropicfeel	1	RETAIL		tropicfeel.com	https://tropicfeel.com/	IDENTIFIÉ	Domaine officiel de la marque / société.
Sacoor Brothers	1	RETAIL		sacoorbrothers.com	https://sacoorbrothers.com/	IDENTIFIÉ	Domaine officiel de la marque / société.
Zen Collective	1	RETAIL		zencollective.com	https://zencollective.com/	IDENTIFIÉ	Domaine officiel de la marque / société.
Zeta Shoes	1	RETAIL		zeta-shoes.com	https://zeta-shoes.com/	IDENTIFIÉ	Domaine officiel de la marque / société.
Samson	1	RETAIL				À VÉRIFIER	Nom trop ambigu ou insuffisamment distinctif pour attribuer un domaine sans risque d’erreur.
Blissim	1	RETAIL		blissim.fr	https://blissim.fr/	IDENTIFIÉ	Domaine officiel de la marque / société.
Bogoods	1	RETAIL				À VÉRIFIER	Nom trop ambigu ou insuffisamment distinctif pour attribuer un domaine sans risque d’erreur.
SEPTIÈME LARGEUR CHAUSSEUR	1	FASHION		septiemelargeur.fr	https://septiemelargeur.fr/	IDENTIFIÉ	Domaine officiel de la marque / société.
Point Zero	1	RETAIL		pointzero.ca	https://pointzero.ca/	IDENTIFIÉ	Domaine officiel de la marque / société.
Nike 360 (Hong Kong)	1	RETAIL		nike.com	https://nike.com/	RATTACHÉ	Entité juridique / pays rattachée à Nike.
CONSCIOUS LOVE	1	FASHION				À VÉRIFIER	Nom trop ambigu ou insuffisamment distinctif pour attribuer un domaine sans risque d’erreur.
NIKE Brasil Marketing	1	RETAIL		nike.com	https://nike.com/	RATTACHÉ	Entité juridique / pays rattachée à Nike.
Broporma Retail Portugal	1	RETAIL		newbalance.com	https://newbalance.com/	RATTACHÉ	Entité juridique / pays rattachée à New Balance.
MIDNIGHT THEORY	1	FASHION				À VÉRIFIER	Nom trop ambigu ou insuffisamment distinctif pour attribuer un domaine sans risque d’erreur.
NOUKTAH	1	FASHION				À VÉRIFIER	Nom trop ambigu ou insuffisamment distinctif pour attribuer un domaine sans risque d’erreur.
MPTW INTERNATIONAL	1	FASHION				À VÉRIFIER	Nom trop ambigu ou insuffisamment distinctif pour attribuer un domaine sans risque d’erreur.
FATHER AND SONS	1	FASHION		fatherandsons.fr	https://fatherandsons.fr/	IDENTIFIÉ	Domaine officiel de la marque / société.
PR CONSULTING PARIS	1	FASHION				À VÉRIFIER	Nom trop ambigu ou insuffisamment distinctif pour attribuer un domaine sans risque d’erreur.
KSI MODE	1	FASHION		ks-groupe.com	https://ks-groupe.com/	IDENTIFIÉ	Domaine officiel de la marque / société.
ATELIER DIANA MARTINEZ	1	FASHION				À VÉRIFIER	Nom trop ambigu ou insuffisamment distinctif pour attribuer un domaine sans risque d’erreur.
AKHO	1	FASHION				À VÉRIFIER	Nom trop ambigu ou insuffisamment distinctif pour attribuer un domaine sans risque d’erreur.
MIMI & COOKIE	1	FASHION		mimiandcookie.com	https://mimiandcookie.com/	IDENTIFIÉ	Domaine officiel de la marque / société.
Nike China Holding HK Limited (Macau Branch)	1	RETAIL		nike.com	https://nike.com/	RATTACHÉ	Entité juridique / pays rattachée à Nike.
CROSSMODE PARIS	1	FASHION				À VÉRIFIER	Nom trop ambigu ou insuffisamment distinctif pour attribuer un domaine sans risque d’erreur.
NIKE Retail B.V. Norway	1	RETAIL		nike.com	https://nike.com/	RATTACHÉ	Entité juridique / pays rattachée à Nike.
Lynch DC / Cust Care J.Crew	1	RETAIL		jcrew.com	https://jcrew.com/	IDENTIFIÉ	Domaine officiel de la marque / société.
JACK GOMME	1	FASHION		jackgomme.com	https://jackgomme.com/	IDENTIFIÉ	Domaine officiel de la marque / société.
SH PARIS	1	FASHION				À VÉRIFIER	Nom trop ambigu ou insuffisamment distinctif pour attribuer un domaine sans risque d’erreur.
Coach Stores Canada Corporation	1	RETAIL		coach.com	https://coach.com/	RATTACHÉ	Entité juridique / pays rattachée à Coach.
NIKE Retail Portugal	1	RETAIL		nike.com	https://nike.com/	RATTACHÉ	Entité juridique / pays rattachée à Nike.
Coach Leatherware India Private	1	RETAIL		coach.com	https://coach.com/	RATTACHÉ	Entité juridique / pays rattachée à Coach.
NIKE Retail Denmark	1	RETAIL		nike.com	https://nike.com/	RATTACHÉ	Entité juridique / pays rattachée à Nike.
Swarovski Malaysia	1	JEWELRY_WATCHES		swarovski.com	https://swarovski.com/	RATTACHÉ	Entité juridique / pays rattachée à Swarovski.
Michael Kors (Bucharest Stores)	1	RETAIL		michaelkors.com	https://michaelkors.com/	RATTACHÉ	Entité juridique / pays rattachée à Michael Kors.
Parco	1	RETAIL				À VÉRIFIER	Nom trop ambigu ou insuffisamment distinctif pour attribuer un domaine sans risque d’erreur.
DRESCO	1	RETAIL		dresco.fr	https://dresco.fr/	IDENTIFIÉ	Domaine officiel de la marque / société.
Versace España, S.A.U., Sucursal em Portugal	1	RETAIL		versace.com	https://versace.com/	RATTACHÉ	Entité juridique / pays rattachée à Versace.
Mango Deutschland GMBH	1	FASHION		mango.com	https://mango.com/	RATTACHÉ	Entité juridique / pays rattachée à Mango.
Michael Kors (HongKong)	1	RETAIL		michaelkors.com	https://michaelkors.com/	RATTACHÉ	Entité juridique / pays rattachée à Michael Kors.
Michael Kors (Ireland)	1	RETAIL		michaelkors.com	https://michaelkors.com/	RATTACHÉ	Entité juridique / pays rattachée à Michael Kors.
Swarovski Servicios, S.A. de CV	1	JEWELRY_WATCHES		swarovski.com	https://swarovski.com/	RATTACHÉ	Entité juridique / pays rattachée à Swarovski.
Michael Kors (Sweden)	1	RETAIL		michaelkors.com	https://michaelkors.com/	RATTACHÉ	Entité juridique / pays rattachée à Michael Kors.
SEKI ARTISANAL	1	FASHION		sekiartisanal.com	https://sekiartisanal.com/	IDENTIFIÉ	Domaine officiel de la marque / société.
LOG XL	1	RETAIL				À VÉRIFIER	Nom trop ambigu ou insuffisamment distinctif pour attribuer un domaine sans risque d’erreur.
Swarovski Crystal Comp.Lt	1	JEWELRY_WATCHES		swarovski.com	https://swarovski.com/	RATTACHÉ	Entité juridique / pays rattachée à Swarovski.
Michael Kors Yuhanhoe	1	RETAIL		michaelkors.com	https://michaelkors.com/	RATTACHÉ	Entité juridique / pays rattachée à Michael Kors.
Interculture Total Media Service	1	RETAIL				À VÉRIFIER	Nom trop ambigu ou insuffisamment distinctif pour attribuer un domaine sans risque d’erreur.
Condé Nast Digital Taiwan	1	RETAIL		condenast.com	https://condenast.com/	RATTACHÉ	Entité juridique / pays rattachée à Condé Nast.
CPK Swatch Group	1	JEWELRY_WATCHES		swatchgroup.com	https://swatchgroup.com/	IDENTIFIÉ	Domaine officiel de la marque / société.
Conde Nast de México, S.A. de C.V.	1	RETAIL		condenast.com	https://condenast.com/	RATTACHÉ	Entité juridique / pays rattachée à Condé Nast.
Hamilton	1	RETAIL		hamiltonwatch.com	https://hamiltonwatch.com/	IDENTIFIÉ	Domaine officiel de la marque / société.
Micro Crystal	1	RETAIL		swatchgroup.com	https://swatchgroup.com/	RATTACHÉ	Société du Swatch Group — rattachée au domaine du groupe.
Movado Group España S.L.U.	1	RETAIL		movadogroup.com	https://movadogroup.com/	RATTACHÉ	Entité juridique / pays rattachée à Movado Group.
Swarovski Mobility	1	JEWELRY_WATCHES		swarovski.com	https://swarovski.com/	RATTACHÉ	Entité juridique / pays rattachée à Swarovski.
Canada Goose HK Limited, Macau Branch	1	RETAIL		canadagoose.com	https://canadagoose.com/	RATTACHÉ	Entité juridique / pays rattachée à Canada Goose.
MOM Le Prélet	1	RETAIL		swatchgroup.com	https://swatchgroup.com/	RATTACHÉ	Société de production du Swatch Group — rattachée au domaine du groupe.
Coach New Zealand	1	RETAIL		coach.com	https://coach.com/	RATTACHÉ	Entité juridique / pays rattachée à Coach.
MGI Luxury Malaysia Bhd	1	FASHION		movadogroup.com	https://movadogroup.com/	RATTACHÉ	Entité juridique / pays rattachée à Movado Group.
MoEa	1	RETAIL		moea.io	https://moea.io/	IDENTIFIÉ	Domaine officiel de la marque / société.
Canada Goose EU B.V. UK Branch	1	RETAIL		canadagoose.com	https://canadagoose.com/	RATTACHÉ	Entité juridique / pays rattachée à Canada Goose.
Canada Goose UK Retail Limited, Ireland Branch	1	RETAIL		canadagoose.com	https://canadagoose.com/	RATTACHÉ	Entité juridique / pays rattachée à Canada Goose.
B's International	1	RETAIL		bs-intl.jp	https://bs-intl.jp/	IDENTIFIÉ	Domaine officiel de la marque / société.
Canada Goose Retail Denmark ApS	1	RETAIL		canadagoose.com	https://canadagoose.com/	RATTACHÉ	Entité juridique / pays rattachée à Canada Goose.
FHH	1	RETAIL		hautehorlogerie.org	https://hautehorlogerie.org/	IDENTIFIÉ	Domaine officiel de la marque / société.
MANGO NORGE A.S.	1	FASHION		mango.com	https://mango.com/	RATTACHÉ	Entité juridique / pays rattachée à Mango.
MANGO SLOVENSKO, s.r.o.	1	FASHION		mango.com	https://mango.com/	RATTACHÉ	Entité juridique / pays rattachée à Mango.
Löplabbet	1	RETAIL				À VÉRIFIER	Nom trop ambigu ou insuffisamment distinctif pour attribuer un domaine sans risque d’erreur.
Lascor	1	RETAIL				À VÉRIFIER	Nom trop ambigu ou insuffisamment distinctif pour attribuer un domaine sans risque d’erreur.
Mango Korea, Ltd	1	FASHION		mango.com	https://mango.com/	RATTACHÉ	Entité juridique / pays rattachée à Mango.
MANGO UKRAINE TOV	1	FASHION		mango.com	https://mango.com/	RATTACHÉ	Entité juridique / pays rattachée à Mango.
MANGO DANMARK APS	1	FASHION		mango.com	https://mango.com/	RATTACHÉ	Entité juridique / pays rattachée à Mango.
GISELE PARIS	1	FASHION		gisele.paris	https://gisele.paris/	IDENTIFIÉ	Domaine officiel de la marque / société.
LIBERTY'S MAGAZINE	1	FASHION				À VÉRIFIER	Nom trop ambigu ou insuffisamment distinctif pour attribuer un domaine sans risque d’erreur.
MANGO BULGARIA EOOD (EUR)	1	FASHION		mango.com	https://mango.com/	RATTACHÉ	Entité juridique / pays rattachée à Mango.
TARATATA BIJOUX	1	JEWELRY_WATCHES		taratata-bijoux.com	https://taratata-bijoux.com/	IDENTIFIÉ	Domaine officiel de la marque / société.
Jennyfer	1	RETAIL		jennyfer.com	https://jennyfer.com/	IDENTIFIÉ	Domaine officiel de la marque / société.
POINT PLUME	1	FASHION		pointplume.com	https://pointplume.com/	IDENTIFIÉ	Domaine officiel de la marque / société.
LUDOVIC WINTERSTAN	1	FASHION				À VÉRIFIER	Nom trop ambigu ou insuffisamment distinctif pour attribuer un domaine sans risque d’erreur.
CTZAR	1	FASHION				À VÉRIFIER	Nom trop ambigu ou insuffisamment distinctif pour attribuer un domaine sans risque d’erreur.
JUST FACES MGMT	1	FASHION				À VÉRIFIER	Nom trop ambigu ou insuffisamment distinctif pour attribuer un domaine sans risque d’erreur.
CITIZENS OF HUMANITY	1	JEWELRY_WATCHES		citizensofhumanity.com	https://citizensofhumanity.com/	IDENTIFIÉ	Domaine officiel de la marque / société.
VESTIAIRE DES PARISIENNES	1	FASHION				À VÉRIFIER	Nom trop ambigu ou insuffisamment distinctif pour attribuer un domaine sans risque d’erreur.
MAISON LEMARIÉ	1	FASHION				À VÉRIFIER	Nom trop ambigu ou insuffisamment distinctif pour attribuer un domaine sans risque d’erreur.
COMPTOIR VINTAGE	1	FASHION		comptoirvintage.com	https://comptoirvintage.com/	IDENTIFIÉ	Domaine officiel de la marque / société.
ROSEANNA	1	FASHION		roseanna.fr	https://roseanna.fr/	IDENTIFIÉ	Domaine officiel de la marque / société.
STEVEN PASSARO	1	FASHION		stevenpassaro.com	https://stevenpassaro.com/	IDENTIFIÉ	Domaine officiel de la marque / société.
MAIER	1	FASHION				À VÉRIFIER	Nom trop ambigu ou insuffisamment distinctif pour attribuer un domaine sans risque d’erreur.
Soma	1	RETAIL		soma.com	https://soma.com/	IDENTIFIÉ	Domaine officiel de la marque / société.
MISERICORDIA	1	FASHION		misericordia.shop	https://misericordia.shop/	IDENTIFIÉ	Domaine officiel de la marque / société.
MANPOWER CABINET DE RECRUTEMENT COMMERCE MODE LUXE	1	FASHION		manpower.fr	https://manpower.fr/	RATTACHÉ	Entité juridique / pays rattachée à Manpower.
AXENTIA	1	FASHION				À VÉRIFIER	Nom trop ambigu ou insuffisamment distinctif pour attribuer un domaine sans risque d’erreur.
UNIQLO EUROPE LTD. LUXEMBOURG BRANCH	1	FASHION		uniqlo.com	https://uniqlo.com/	RATTACHÉ	Entité juridique / pays rattachée à Uniqlo.
New Balance Belgium Retail BVBA	1	RETAIL		newbalance.com	https://newbalance.com/	RATTACHÉ	Entité juridique / pays rattachée à New Balance.
LA RÉPONSE D	1	FASHION				À VÉRIFIER	Nom trop ambigu ou insuffisamment distinctif pour attribuer un domaine sans risque d’erreur.
LERROS	1	RETAIL		lerros.com	https://lerros.com/	IDENTIFIÉ	Domaine officiel de la marque / société.
MANG PRODUCTION	1	FASHION		mangproduction.com	https://mangproduction.com/	IDENTIFIÉ	Domaine officiel de la marque / société.
LAURE DE SAGAZAN	1	FASHION		lauredesagazan.fr	https://lauredesagazan.fr/	IDENTIFIÉ	Domaine officiel de la marque / société.
V DE VINSTER	1	FASHION		vdevinster.com	https://vdevinster.com/	IDENTIFIÉ	Domaine officiel de la marque / société.
IBIS ROUGE	1	FASHION		ibis-rouge.com	https://ibis-rouge.com/	IDENTIFIÉ	Domaine officiel de la marque / société.
KSI	1	FASHION		ks-groupe.com	https://ks-groupe.com/	IDENTIFIÉ	Domaine officiel de la marque / société.
FAIR FASHION AGENT	1	FASHION				À VÉRIFIER	Nom trop ambigu ou insuffisamment distinctif pour attribuer un domaine sans risque d’erreur.
CARVEN	1	FASHION		carven.com	https://carven.com/	IDENTIFIÉ	Domaine officiel de la marque / société.
Kidzart	1	RETAIL				À VÉRIFIER	Nom trop ambigu ou insuffisamment distinctif pour attribuer un domaine sans risque d’erreur.
DEELUXE	1	FASHION		deeluxe.fr	https://deeluxe.fr/	IDENTIFIÉ	Domaine officiel de la marque / société.
LA MODE VINTAGE	1	FASHION				À VÉRIFIER	Nom trop ambigu ou insuffisamment distinctif pour attribuer un domaine sans risque d’erreur.
POIRAY	1	JEWELRY_WATCHES		poiray.com	https://poiray.com/	IDENTIFIÉ	Domaine officiel de la marque / société.
MODELOR	1	FASHION		modelor.fr	https://modelor.fr/	IDENTIFIÉ	Domaine officiel de la marque / société.
Movado Group of Canada Inc. (Retail)	1	RETAIL		movadogroup.com	https://movadogroup.com/	RATTACHÉ	Entité juridique / pays rattachée à Movado Group.
ALBYA	1	FASHION				À VÉRIFIER	Nom trop ambigu ou insuffisamment distinctif pour attribuer un domaine sans risque d’erreur.
SAKS COM	1	RETAIL		saks.com	https://saks.com/	IDENTIFIÉ	Domaine officiel de la marque / société.
ELLE INTERNATIONAL	1	FASHION		elleinternational.com	https://elleinternational.com/	IDENTIFIÉ	Domaine officiel de la marque / société.
PARAMOUR	1	FASHION		paramour.fr	https://paramour.fr/	IDENTIFIÉ	Domaine officiel de la marque / société.
