nom	site	cause	detail
gog atelier	https://www.gogatelier.com/	dns-dead	no A/AAAA @1.1.1.1
gardeur	https://www.atelier-gardeur.de/	tls-error	ERR_TLS_CERT_ALTNAME_INVALID
ic group	http://da.icgroup.net/	dns-dead	NXDOMAIN @1.1.1.1+8.8.8.8
haboob	https://hellohaboob.com/	tls-error	ERR_TLS_CERT_ALTNAME_INVALID
fur deluxe	https://www.furdeluxe.store/shop	http-dead	404
fumarel	https://fumarel.shop/es/	http-dead	404
harris scarfe	http://www.harrisscarfe.com.au/	net-error	redirect count exceeded
greendigo	https://greendigo.com/	http-dead	404
erin draper	https://erindraper.com/	http-dead	404
herno	https://www.herno.it/	tls-error	CERT_HAS_EXPIRED
essentiel element spa	http://hoteliers.gilchristsoames.com/our-products/classic/essentiel-elements-spa/	http-dead	404
g1920	https://www.g1920.de/	tls-error	ERR_TLS_CERT_ALTNAME_INVALID
high vibe aromatics	https://www.highvibearomatics.com/	dns-dead	NXDOMAIN @1.1.1.1+8.8.8.8
free birdees	https://freebirdees.com/	http-dead	402
hamilton and hare	https://www.hamiltonandhare.com/	http-dead	402
högl	https://hoegl.com/at	http-dead	404
fila	https://www.fila.eu/	net-error	UND_ERR_CONNECT_TIMEOUT
garçonne	https://garconne.com.au/	tls-error	ERR_TLS_CERT_ALTNAME_INVALID
inch wormalley	https://www.inchwormalley.com/	http-dead	402
jacq	https://jacqny.com/	http-dead	404
hoya paris	http://hoya-paris.com/	dns-dead	NXDOMAIN @1.1.1.1+8.8.8.8
femmes du sud	https://www.femmesdusud.nl/en/	http-dead	404
gemstone organic	http://www.gemstoneorganic.com/	http-dead	402
hoka one one	https://www.hokaoneone.eu/	tls-error	ERR_TLS_CERT_ALTNAME_INVALID
edition	https://www.edition.com/edition/zh	net-error	UND_ERR_CONNECT_TIMEOUT
gigasports	https://www.gigasports.com.hk/	http-dead	405
giannico	https://giannicoofficial.com/	dns-dead	NXDOMAIN @1.1.1.1+8.8.8.8
hopeshow	http://www.hopeshow.com/main.php	net-error	UND_ERR_CONNECT_TIMEOUT
good morning universe	https://www.goodmorninguniverse.shop/de	dns-dead	no A/AAAA @1.1.1.1
fydelity	https://www.fydelitybags.com/	net-error	ECONNREFUSED
harris wilson	https://www.harriswilson.fr/	tls-error	ERR_SSL_SSL/TLS_ALERT_HANDSHAKE_FAILURE
gymvibez	https://gymvibez.co.uk/	tls-error	CERT_HAS_EXPIRED
gofuturewithlove	https://gofuturewithlove.de/	dns-dead	NXDOMAIN @1.1.1.1+8.8.8.8
ilag	https://ilagilag.com/	http-dead	404
gunas	https://gunasthebrand.com/	http-dead	404
hengst footwear	https://www.hengstfootwear.com/	dns-dead	NXDOMAIN @1.1.1.1+8.8.8.8
fazura beauty	https://www.fazbulous.com/fazurabeauty	tls-error	ERR_TLS_CERT_ALTNAME_INVALID
fête impériale	https://en.feteimperiale.fr/	tls-error	ERR_SSL_SSL/TLS_ALERT_HANDSHAKE_FAILURE
k by kaia	https://kbykaia.com/	dns-dead	NXDOMAIN @1.1.1.1+8.8.8.8
impacto activewear sustentável	https://www.useimpacto.com.br/	tls-error	ERR_TLS_CERT_ALTNAME_INVALID
gu zhi	https://guzhimy.com/	dns-dead	NXDOMAIN @1.1.1.1+8.8.8.8
h's	http://dop.hopeshow.com/	dns-dead	NXDOMAIN @1.1.1.1+8.8.8.8
fubu	http://www.fblegacy.com/	net-error	UND_ERR_CONNECT_TIMEOUT
esseutesse	https://www.esseutesse.it/	net-error	UND_ERR_CONNECT_TIMEOUT
hoodlum fang	https://www.hoodlumfang.com/	dns-dead	NXDOMAIN @1.1.1.1+8.8.8.8
flynow	https://flynowofficial.com/main/about.php	net-error	ECONNRESET
hylamide	https://hylamide.com/	dns-dead	no A/AAAA @1.1.1.1
g|fashion	https://gfashion.com/	dns-dead	no A/AAAA @1.1.1.1
golden equation	https://www.goldenequation.co.uk/	tls-error	ERR_SSL_SSL/TLS_ALERT_HANDSHAKE_FAILURE
kefi essentials	http://kefiessentials.com/	http-dead	404
gomaye	http://gomaye.com/	http-dead	404
giorgia streetwear	https://giorgiamode.de/	tls-error	ERR_TLS_CERT_ALTNAME_INVALID
james avery artisan jewelry	https://www.jamesavery.com/	http-dead	406
kinky octopus	https://www.kinkyoctopus.com/	http-dead	423
izia	https://iziaclothing.com/	http-dead	402
grandma's olde fashioned soap and candles	http://www.grandmasoldefashionedsoapandcandles.com/	dns-dead	NXDOMAIN @1.1.1.1+8.8.8.8
fdr	https://fannyderuyter.com/	dns-dead	NXDOMAIN @1.1.1.1+8.8.8.8
koral	https://koral.com/	net-error	ECONNRESET
janin handbags	https://janinhandbags.com/	dns-dead	NXDOMAIN @1.1.1.1+8.8.8.8
gaia.love	https://gaialoveskincare.com/	http-dead	402
hummel fashion	https://www.hummelfashion.com/	tls-error	ERR_SSL_TLSV1_UNRECOGNIZED_NAME
henrik vibskov	https://www.henrikvibskov.com/	http-dead	404
impossible kicks	https://impossiblekicks.com/	tls-error	CERT_HAS_EXPIRED
freedom	https://freedomlanzarote.jimdo.com/	tls-error	ERR_SSL_SSL/TLS_ALERT_HANDSHAKE_FAILURE
gibson london	https://www.gibsonlondon.com/	tls-error	CERT_HAS_EXPIRED
fiamme	https://www.fiammefootwear.com/	tls-error	DEPTH_ZERO_SELF_SIGNED_CERT
fub	https://www.fub.dk/en/home/	http-dead	404
giyi	https://www.giyiworld.com/en/	http-dead	404
july twenty	https://julytwenty.com/	dns-dead	NXDOMAIN @1.1.1.1+8.8.8.8
goldwelt	https://www.goldwelt.com/	dns-dead	NXDOMAIN @1.1.1.1+8.8.8.8
f426	http://www.f426.net/page/contact/contact.php#?utm_source=GoodOnYou%20App&utm_medium=Referral	net-error	Response does not match the HTTP/1.1 protocol (Mis
hybrid green label	https://hybridgreenlabel.com/	http-dead	402
ikazz	https://ikazz.com/	dns-dead	NXDOMAIN @1.1.1.1+8.8.8.8
gerke my pants	https://www.gerke-mypants.de/	tls-error	ERR_TLS_CERT_ALTNAME_INVALID
impulso	https://www.impulso.cloud/	net-error	ECONNREFUSED
ilovemixtapes	https://ilovemixtapesshop.gambiocloud.com/	http-dead	404
jetlag	https://www.shopjetlag.com/	server-error	526
fastfish	http://www.fastfish.com/contact.html	http-dead	404
grove co	https://www.grove.co/catalog/?category=grove-collaborative	http-dead	404
herdentier	https://www.herden-tier.com/	http-dead	404
fatima mohsin	https://www.fatimamohsin.com/	http-dead	404
hardy amies	http://www.hardyamies.com/	http-dead	404
inglot bangladesh	https://inglotbangladesh.com/	server-error	521
juliemay	https://au.juliemay-lingerie.com/	http-dead	409
isane in the rain	https://insaneintherain.com/	http-dead	404
jacky luxury	https://www.jackyluxury.com/	http-dead	404
le salty	https://lesaltylabel.com.au/	http-dead	404
fred & ginger	https://www.fredginger.com/	net-error	ECONNREFUSED
junior league	https://juniorleague.se/	tls-error	ERR_TLS_CERT_ALTNAME_INVALID
ina style	https://www.ina-style.de/	server-error	500
haupt shirts	https://www.haupt.fashion/	tls-error	ERR_TLS_CERT_ALTNAME_INVALID
jag	https://www	dns-dead	NXDOMAIN @1.1.1.1+8.8.8.8
ingugu	https://www.ingugu.com/	tls-error	UNABLE_TO_GET_ISSUER_CERT_LOCALLY
linen + lace	https://www.linenlacehandmade.ca/	dns-dead	NXDOMAIN @1.1.1.1+8.8.8.8
holiday the label	https://holidaythelabel.com/	net-error	ECONNREFUSED
ipanema	http://www.ipanema-slippers.nl/	tls-error	ERR_TLS_CERT_ALTNAME_INVALID
gsus	https://www.g-sus.com/us/	tls-error	ERR_TLS_CERT_ALTNAME_INVALID
jenny sibthorp	https://www.jennysibthorp.com/	http-dead	404
fun	http://www.fun-official.com/	dns-dead	NXDOMAIN @1.1.1.1+8.8.8.8
ixxxi men	https://watchit11.com/ixxxi-men	tls-error	CERT_HAS_EXPIRED
jamido	https://jamido.by/en/	http-dead	404
kolber	https://www.kolbergeneve.ch/	dns-dead	NXDOMAIN @1.1.1.1+8.8.8.8
houtbrox	http://www.houtbrox.nl/	net-error	UND_ERR_CONNECT_TIMEOUT
harri	https://harri.london/	dns-dead	NXDOMAIN @1.1.1.1+8.8.8.8
gino rossi	https://www.gino-rossi.com/	tls-error	CERT_HAS_EXPIRED
heilan home	http://www.hla.com.cn/	dns-dead	no A/AAAA @1.1.1.1
fratelli russo	https://www.fratellirusso.it/	tls-error	CERT_HAS_EXPIRED
judas sinned	https://judassinnedclothing.com/	http-dead	404
inaska swimwear	https://www.inaska-swimwear.com/	http-dead	404
il granchio sport	https://ilgranchio.com/en/sport	http-dead	404
fretz men	https://www.fretz-men.ch/	tls-error	CERT_HAS_EXPIRED
hellmuth	https://www.hellmuth-studios.com/	tls-error	ERR_SSL_SSL/TLS_ALERT_HANDSHAKE_FAILURE
ivy oak	https://ivy-oak.com/	tls-error	CERT_HAS_EXPIRED
juniper & pine organics	http://www.juniperandpineorganics.com/	server-error	502
just female	https://www.justfemale.dk/	tls-error	CERT_HAS_EXPIRED
infanteenie beenie	https://www.infanteeniebeenie.com/	dns-dead	NXDOMAIN @1.1.1.1+8.8.8.8
josephine & joe	https://www.josephineandjoe.com/	http-dead	404
kamilla purshie	https://purshie.company.site/	http-dead	404
hunkydory	https://hunkydory.com/nl/	dns-dead	no A/AAAA @1.1.1.1
ianalana	https://www.ianalana.com/	dns-dead	NXDOMAIN @1.1.1.1+8.8.8.8
