maison,careers_domain,kind,entry_url,job_url_pattern,robots_verdict,job_count,verified
"Knotti","jobs.knotti.co","generic-listing","{""startUrl"":""https://jobs.knotti.co/""}","","Careers page detected (host/links); generic crawler — needs a human check.","","anchored"
"Kohl's","careers.kohls.com","generic-listing","{""startUrl"":""https://careers.kohls.com""}","","Tech-scan: careers.kohls.com CNAMEs to PHENOM; no page read. (needs slug — review)","","anchored"
"Kotn","kotn.com","generic-listing","{""startUrl"":""https://kotn.com/careers""}","","Careers page detected (host/links); generic crawler — needs a human check.","","anchored"
"Krämer Pferdesport","www.kraemer.de","generic-listing","{""startUrl"":""https://www.kraemer.de/Service/Jobs/Firmenzentrale""}","","Careers page detected (host/links); generic crawler — needs a human check.","","anchored"
"Kryolan","hr.kryolan.com","generic-listing","{""startUrl"":""https://hr.kryolan.com/contact/careers""}","","Careers page detected (host/links); generic crawler — needs a human check.","","anchored"
"KULT | OLYMP&HADES","www.kult-olymp-hades.de","recruitee","{""subdomain"":""jpweltersgorgensgmbhcobekleidungskg""}","","ATS link discovered on https://www.kult-olymp-hades.de/","","anchored"
"KUBORAUM","www.kuboraum.com","generic-listing","{""startUrl"":""https://www.kuboraum.com/jobs/""}","","Careers page detected (host/links); generic crawler — needs a human check.","","anchored"
"Kwiat","jobs.kwiat.com","generic-listing","{""startUrl"":""https://jobs.kwiat.com/""}","","Careers page detected (host/links); generic crawler — needs a human check.","","anchored"
"KYPRIS","www.kyprisbeauty.com","generic-listing","{""startUrl"":""http://www.kyprisbeauty.com/blogs/jobs/were-hiring-sales-education-team""}","","Careers page detected (host/links); generic crawler — needs a human check.","","anchored"
"Kyoryu Zukan","careers.thebase.in","generic-listing","{""startUrl"":""https://careers.thebase.in/""}","","Careers page detected (host/links); generic crawler — needs a human check.","","anchored"
"La casa de las Carcasas","careers.lacasadelascarcasas.com","teamtailor","{""origin"":""https://careers.lacasadelascarcasas.com""}","","Tech-scan: careers.lacasadelascarcasas.com CNAMEs to TEAMTAILOR; no page read.","","anchored"
"L'Orbette","www.aiibeauty.com","generic-listing","{""startUrl"":""https://www.aiibeauty.com/pages/careers""}","","Careers page detected (host/links); generic crawler — needs a human check.","","anchored"
"L'Oréal","career.loreal.com","generic-listing","{""startUrl"":""https://career.loreal.com/""}","","Careers page detected (host/links); generic crawler — needs a human check.","","anchored"
"LA FEE MARABOUTEE","en.lafeemaraboutee.fr","teamtailor","{""origin"":""https://en.lafeemaraboutee.fr""}","","TEAMTAILOR widget detected on en.lafeemaraboutee.fr","","anchored"
"La Mariposa","careers.lamariposaswim.com","generic-listing","{""startUrl"":""https://careers.lamariposaswim.com/""}","","Careers page detected (host/links); generic crawler — needs a human check.","","anchored"
"La Samaritaine","careers.dfs.com","successfactors","{""origin"":""https://careers.dfs.com""}","","Tech-scan: careers.dfs.com CNAMEs to SUCCESSFACTORS; no page read.","","anchored"
"la sportiva","careers.lasportiva.com","successfactors","{""origin"":""https://careers.lasportiva.com""}","","Tech-scan: careers.lasportiva.com CNAMEs to SUCCESSFACTORS; no page read.","","anchored"
"Laagam","careers.laagam.com","generic-listing","{""startUrl"":""https://careers.laagam.com/""}","","Careers page detected (host/links); generic crawler — needs a human check.","","anchored"
"Laboratoires Dermatologiques Uriage","www.uriage.com","talentsoft","{""origin"":""https://www.uriage.com""}","","TALENTSOFT widget detected on www.uriage.com","","anchored"
"Lacoste","careers.lacoste.com","digitalrecruiters","{""domainName"":""careers.lacoste.com""}","","Tech-scan: careers.lacoste.com CNAMEs to DIGITALRECRUITERS; no page read.","","anchored"
"LAGER 157","careers.lager157.com","teamtailor","{""origin"":""https://careers.lager157.com""}","","Tech-scan: careers.lager157.com CNAMEs to TEAMTAILOR; no page read.","","anchored"
"Lancôme","www.lancome.fr","generic-listing","{""startUrl"":""https://www.lancome.fr/offres/o-revoir/""}","","Careers page detected (host/links); generic crawler — needs a human check.","","anchored"
"Lane Bryant","www.lanebryant.com","workday","{""tenant"":""knitwellgroup"",""site"":""Canada_Jobs"",""origin"":""https://knitwellgroup.wd1.myworkdayjobs.com""}","","ATS link discovered on https://www.lanebryant.com/careers","","anchored"
"Laser Clinics Australia","www.laserclinics.com.au","generic-listing","{""startUrl"":""https://www.laserclinics.com.au/careers/""}","","Careers page detected (host/links); generic crawler — needs a human check.","","anchored"
"Laverana GmbH & Co. KG","www.laverana.com","personio","{""subdomain"":""lavera"",""host"":""lavera.jobs.personio.de""}","","ATS link discovered on https://www.laverana.com/","","anchored"
"Leightons","www.leightons.co.uk","teamtailor","{""origin"":""https://www.leightons.co.uk""}","","TEAMTAILOR widget detected on www.leightons.co.uk","","anchored"
"legero","www.legero.com","generic-listing","{""startUrl"":""https://www.legero.com/careers""}","","Careers page detected (host/links); generic crawler — needs a human check.","","anchored"
"LEFF AMSTERDAM","leffamsterdam.com","generic-listing","{""startUrl"":""https://leffamsterdam.com/jobs/""}","","Careers page detected (host/links); generic crawler — needs a human check.","","anchored"
"Leica Camera","www.leica-camera.com","generic-listing","{""startUrl"":""https://www.leica-camera.com/fr-FR/entreprise/carriere""}","","Careers page detected (host/links); generic crawler — needs a human check.","","anchored"
"Lenthéric","www.lentheric.com","generic-listing","{""startUrl"":""http://www.lentheric.com/""}","","Careers page detected (host/links); generic crawler — needs a human check.","","anchored"
"Lenskart","careers.lenskart.com","generic-listing","{""startUrl"":""https://careers.lenskart.com/job_board/lenskart_ho/job/380/""}","","Careers page detected (host/links); generic crawler — needs a human check.","","anchored"
"Les Lunes","jobs.leslunes.de","teamtailor","{""origin"":""https://jobs.leslunes.de""}","","Tech-scan: jobs.leslunes.de CNAMEs to TEAMTAILOR; no page read.","","anchored"
"LEPSIM","recruit.adastria.co.jp","generic-listing","{""startUrl"":""https://recruit.adastria.co.jp/information/career-plan.html""}","","Careers page detected (host/links); generic crawler — needs a human check.","","anchored"
"Les Rêveries","careers.lesreveriesnyc.com","generic-listing","{""startUrl"":""https://careers.lesreveriesnyc.com/""}","","Careers page detected (host/links); generic crawler — needs a human check.","","anchored"
"Les Soeurs","www.lessoeurs.be","generic-listing","{""startUrl"":""https://www.lessoeurs.be/nl/service/jobs""}","","Careers page detected (host/links); generic crawler — needs a human check.","","anchored"
"Lexington","jobs.lexingtoncompany.com","teamtailor","{""origin"":""https://jobs.lexingtoncompany.com""}","","Tech-scan: jobs.lexingtoncompany.com CNAMEs to TEAMTAILOR; no page read.","","anchored"
"Libeco","www.libeco.com","generic-listing","{""startUrl"":""https://www.libeco.com/nl/jobs""}","","Careers page detected (host/links); generic crawler — needs a human check.","","anchored"
"LinenDi","jobs.linendi.com","generic-listing","{""startUrl"":""https://jobs.linendi.com/""}","","Careers page detected (host/links); generic crawler — needs a human check.","","anchored"
"LINKKENS","careers.linkkens.com","generic-listing","{""startUrl"":""https://careers.linkkens.com/""}","","Careers page detected (host/links); generic crawler — needs a human check.","","anchored"
"Little Emperor","careers.littleemperorclothing.com.au","generic-listing","{""startUrl"":""https://careers.littleemperorclothing.com.au/""}","","Careers page detected (host/links); generic crawler — needs a human check.","","anchored"
"LIVE!","careers.liveoficial.com.br","generic-listing","{""startUrl"":""https://careers.liveoficial.com.br/""}","","Careers page detected (host/links); generic crawler — needs a human check.","","anchored"
"LOBICHIA","career.lobichia.com","generic-listing","{""startUrl"":""https://career.lobichia.com/""}","","Careers page detected (host/links); generic crawler — needs a human check.","","anchored"
"Loavies","careers.loavies.com","generic-listing","{""startUrl"":""https://careers.loavies.com/nl/hq""}","","Careers page detected (host/links); generic crawler — needs a human check.","","anchored"
"LMTD","jobs.bestseller.com","generic-listing","{""startUrl"":""https://jobs.bestseller.com/""}","","Careers page detected (host/links); generic crawler — needs a human check.","","anchored"
"Loake 1880","www.loake.com","generic-listing","{""startUrl"":""https://www.loake.com/career/export-admin-assistant-european-wholesale/""}","","JobPosting data present; generic career crawler (verify adapter).","","anchored"
"LOHB's","careers.lohbs.co.kr","generic-listing","{""startUrl"":""https://careers.lohbs.co.kr/""}","","Careers page detected (host/links); generic crawler — needs a human check.","","anchored"
"Looptworks","www.looptworks.com","generic-listing","{""startUrl"":""https://www.looptworks.com/who-we-are/careers/""}","","Careers page detected (host/links); generic crawler — needs a human check.","","anchored"
"Los Angeles Apparel","careers.losangelesapparel.net","generic-listing","{""startUrl"":""https://careers.losangelesapparel.net/""}","","Careers page detected (host/links); generic crawler — needs a human check.","","anchored"
"Louise Misha","louisemisha.com","wttj","{""slug"":""louise-misha""}","","ATS link discovered on https://louisemisha.com/","","anchored"
"Lounge","careers.lounge.com","teamtailor","{""origin"":""https://careers.lounge.com""}","","Tech-scan: careers.lounge.com CNAMEs to TEAMTAILOR; no page read.","","anchored"
"Louisa Parris","louisaparris.com","generic-listing","{""startUrl"":""https://louisaparris.com/careers""}","","Careers page detected (host/links); generic crawler — needs a human check.","","anchored"
"Lovisa","careers.lovisa.com","teamtailor","{""origin"":""https://careers.lovisa.com""}","","Tech-scan: careers.lovisa.com CNAMEs to TEAMTAILOR; no page read.","","anchored"
"Love Stories","lovestoriesintimates.com","generic-listing","{""startUrl"":""https://lovestoriesintimates.com/en/careers/""}","","Careers page detected (host/links); generic crawler — needs a human check.","","anchored"
"Lucy & Yak","careers.lucyandyak.com","teamtailor","{""origin"":""https://careers.lucyandyak.com""}","","Tech-scan: careers.lucyandyak.com CNAMEs to TEAMTAILOR; no page read.","","anchored"
"LR Health & Beauty Systems","jobs.lrworld.com","generic-listing","{""startUrl"":""https://jobs.lrworld.com/""}","","Careers page detected (host/links); generic crawler — needs a human check.","","anchored"
"Luhta","careers.luhta.com","teamtailor","{""origin"":""https://careers.luhta.com""}","","Tech-scan: careers.luhta.com CNAMEs to TEAMTAILOR; no page read.","","anchored"
"Lumene","careers.lumene.com","teamtailor","{""origin"":""https://careers.lumene.com""}","","Tech-scan: careers.lumene.com CNAMEs to TEAMTAILOR; no page read.","","anchored"
"Lumentee","lumentee.com","generic-listing","{""startUrl"":""https://lumentee.com/careers/""}","","JobPosting data present; generic career crawler (verify adapter).","","anchored"
"Lutecia","www.lutecia.ge","generic-listing","{""startUrl"":""https://www.lutecia.ge/en/career/""}","","Careers page detected (host/links); generic crawler — needs a human check.","","anchored"
"M&Co.","www.mandco.com","generic-listing","{""startUrl"":""https://www.mandco.com/careers""}","","Careers page detected (host/links); generic crawler — needs a human check.","","anchored"
"MAAG","maag-fashion.com","generic-listing","{""startUrl"":""https://maag-fashion.com/en/career/""}","","Careers page detected (host/links); generic crawler — needs a human check.","","anchored"
"Macpac","www.macpac.co.nz","generic-listing","{""startUrl"":""https://www.macpac.co.nz/careers.html""}","","Careers page detected (host/links); generic crawler — needs a human check.","","anchored"
"Madewell","jobs.madewell.com","workday","{""tenant"":""jcrew"",""site"":""MadewellCareers"",""origin"":""https://jcrew.wd1.myworkdayjobs.com""}","","ATS link discovered on https://jobs.madewell.com/","","anchored"
"Maghreb United Barbershop","career.netlify.app","generic-listing","{""startUrl"":""https://career.netlify.app/""}","","Careers page detected (host/links); generic crawler — needs a human check.","","anchored"
"Maison Common","maisoncommon.com","generic-listing","{""startUrl"":""https://maisoncommon.com/en/jobs/""}","","Careers page detected (host/links); generic crawler — needs a human check.","","anchored"
"Mammut","www.mammut.ch","generic-listing","{""startUrl"":""https://www.mammut.ch/careers""}","","Careers page detected (host/links); generic crawler — needs a human check.","","anchored"
"MANFIELD","careers.manfield.com","generic-listing","{""startUrl"":""https://careers.manfield.com/""}","","Careers page detected (host/links); generic crawler — needs a human check.","","anchored"
"Manor","careers.manor.ch","generic-listing","{""startUrl"":""https://careers.manor.ch/""}","","Careers page detected (host/links); generic crawler — needs a human check.","","anchored"
"Manolo Blahnik","careers.manoloblahnik.com","generic-listing","{""startUrl"":""https://careers.manoloblahnik.com/""}","","Careers page detected (host/links); generic crawler — needs a human check.","","anchored"
"Manufactum","careers.manufactum.com","generic-listing","{""startUrl"":""https://careers.manufactum.com/""}","","Careers page detected (host/links); generic crawler — needs a human check.","","anchored"
"Marc O'Polo","company.marc-o-polo.com","generic-listing","{""startUrl"":""https://company.marc-o-polo.com/en/career""}","","Careers page detected (host/links); generic crawler — needs a human check.","","anchored"
"Marciano by GUESS","www.guess.eu","generic-listing","{""startUrl"":""https://www.guess.eu/en-gb/career-page.html""}","","Careers page detected (host/links); generic crawler — needs a human check.","","anchored"
"Marine5 Shimizuya","careers.marine5-shimizuya.com","generic-listing","{""startUrl"":""https://careers.marine5-shimizuya.com/""}","","Careers page detected (host/links); generic crawler — needs a human check.","","anchored"
"Marlies Dekkers","jobs.marliesdekkers.com","generic-listing","{""startUrl"":""https://jobs.marliesdekkers.com""}","","Tech-scan: jobs.marliesdekkers.com CNAMEs to RECRUITEE; no page read. (needs slug — review)","","anchored"
"Maria Grachvogel","careers.mariagrachvogel.com","generic-listing","{""startUrl"":""https://careers.mariagrachvogel.com/""}","","Careers page detected (host/links); generic crawler — needs a human check.","","anchored"
"MARK PJETRI","careers.markpjetri.cz","generic-listing","{""startUrl"":""https://careers.markpjetri.cz/""}","","Careers page detected (host/links); generic crawler — needs a human check.","","anchored"
"Marko","www.marko.by","generic-listing","{""startUrl"":""https://www.marko.by/about/jobs/""}","","Careers page detected (host/links); generic crawler — needs a human check.","","anchored"
"MaryRuth's","careers.maryruths.com","teamtailor","{""origin"":""https://careers.maryruths.com""}","","Tech-scan: careers.maryruths.com CNAMEs to TEAMTAILOR; no page read.","","anchored"
"MASCOT Workwear","careers.mascot.dk","successfactors","{""origin"":""https://careers.mascot.dk""}","","Tech-scan: careers.mascot.dk CNAMEs to SUCCESSFACTORS; no page read.","","anchored"
"Mäurer & Wirtz","www.m-w.de","generic-listing","{""startUrl"":""http://www.m-w.de/""}","","Careers page detected (host/links); generic crawler — needs a human check.","","anchored"
"MaWeePet","jobs.maweepet.com","generic-listing","{""startUrl"":""https://jobs.maweepet.com/""}","","Careers page detected (host/links); generic crawler — needs a human check.","","anchored"
"Mayoral","careers.mayoral.com","teamtailor","{""origin"":""https://careers.mayoral.com""}","","Tech-scan: careers.mayoral.com CNAMEs to TEAMTAILOR; no page read.","","anchored"
"Mavi","us.mavi.com","generic-listing","{""startUrl"":""https://us.mavi.com/pages/careers""}","","JobPosting data present; generic career crawler (verify adapter).","","anchored"
"Maxxam","careers.hairclub.com","generic-listing","{""startUrl"":""https://careers.hairclub.com/""}","","Careers page detected (host/links); generic crawler — needs a human check.","","anchored"
"MD","career.md-factor.com","generic-listing","{""startUrl"":""https://career.md-factor.com/""}","","Careers page detected (host/links); generic crawler — needs a human check.","","anchored"
"Megasport","megasport.ua","generic-listing","{""startUrl"":""https://megasport.ua/ua/career/""}","","Careers page detected (host/links); generic crawler — needs a human check.","","anchored"
"MELA","www.melawear.de","personio","{""subdomain"":""melawear"",""host"":""melawear.jobs.personio.de""}","","ATS link discovered on https://www.melawear.de/","","anchored"
"MELAWEAR","www.melawear.de","personio","{""subdomain"":""melawear"",""host"":""melawear.jobs.personio.de""}","","ATS link discovered on https://www.melawear.de/","","anchored"
"Mellins","mellins.co.za","generic-listing","{""startUrl"":""https://mellins.co.za/careers/""}","","Careers page detected (host/links); generic crawler — needs a human check.","","anchored"
"Merkal","jobs.merkal.com","teamtailor","{""origin"":""https://jobs.merkal.com""}","","Tech-scan: jobs.merkal.com CNAMEs to TEAMTAILOR; no page read.","","anchored"
"Merz B. Schwanen","merzbschwanen.com","personio","{""subdomain"":""merz-b-schwanen"",""host"":""merz-b-schwanen.jobs.personio.de""}","","ATS link discovered on https://merzbschwanen.com/","","anchored"
"Mexx","www.mexx.com","generic-listing","{""startUrl"":""https://www.mexx.com/nl/bedrijf/careers/""}","","Careers page detected (host/links); generic crawler — needs a human check.","","anchored"
"Michelle Kraemer Jewellery","careers.michellekraemer.com","generic-listing","{""startUrl"":""https://careers.michellekraemer.com/""}","","Careers page detected (host/links); generic crawler — needs a human check.","","anchored"
"Mimco","www.mimco.co.nz","generic-listing","{""startUrl"":""https://www.mimco.co.nz/careers""}","","Careers page detected (host/links); generic crawler — needs a human check.","","anchored"
"mina perhonen","www.mina-perhonen.jp","generic-listing","{""startUrl"":""https://www.mina-perhonen.jp/job/""}","","Careers page detected (host/links); generic crawler — needs a human check.","","anchored"
"Minimum","careers.minimum.com","teamtailor","{""origin"":""https://careers.minimum.com""}","","Tech-scan: careers.minimum.com CNAMEs to TEAMTAILOR; no page read.","","anchored"
"Mini Peace","career.tmall.com","generic-listing","{""startUrl"":""https://career.tmall.com/""}","","Careers page detected (host/links); generic crawler — needs a human check.","","anchored"
"Minnetonka Moccasin","www.minnetonkamoccasin.com","generic-listing","{""startUrl"":""https://www.minnetonkamoccasin.com/careers""}","","Careers page detected (host/links); generic crawler — needs a human check.","","anchored"
"mister*lady","www.mister-lady.com","generic-listing","{""startUrl"":""https://www.mister-lady.com/Jobs-bei-mister-lady/""}","","Careers page detected (host/links); generic crawler — needs a human check.","","anchored"
"Mixit","hr.mixit.ru","generic-listing","{""startUrl"":""https://hr.mixit.ru/""}","","Careers page detected (host/links); generic crawler — needs a human check.","","anchored"
"MO","careers.mo-online.com","generic-listing","{""startUrl"":""https://careers.mo-online.com/""}","","Careers page detected (host/links); generic crawler — needs a human check.","","anchored"
"Mode Commuter","careers.pinterest.com","generic-listing","{""startUrl"":""https://careers.pinterest.com/""}","","Careers page detected (host/links); generic crawler — needs a human check.","","anchored"
"Moncler","jobs.moncler.com","successfactors","{""origin"":""https://jobs.moncler.com""}","","Tech-scan: jobs.moncler.com CNAMEs to SUCCESSFACTORS; no page read.","","anchored"
"Monica Vinader","careers.monicavinader.com","teamtailor","{""origin"":""https://careers.monicavinader.com""}","","Tech-scan: careers.monicavinader.com CNAMEs to TEAMTAILOR; no page read.","","anchored"
"Monica + Andy","monicaandandy.com","generic-listing","{""startUrl"":""https://monicaandandy.com/pages/careers""}","","Careers page detected (host/links); generic crawler — needs a human check.","","anchored"
"MONOLOGUE","www.chowtaifook.com","generic-listing","{""startUrl"":""https://www.chowtaifook.com/en-hk/house-of-ctf/careers""}","","Careers page detected (host/links); generic crawler — needs a human check.","","anchored"
"moodytiger","moodytiger.com","generic-listing","{""startUrl"":""https://moodytiger.com/en-eu/pages/career""}","","Careers page detected (host/links); generic crawler — needs a human check.","","anchored"
"Mordenmiss","careers.mordenmiss.com","generic-listing","{""startUrl"":""https://careers.mordenmiss.com/""}","","Careers page detected (host/links); generic crawler — needs a human check.","","anchored"
"Motel","jobs.motelrocks.com","teamtailor","{""origin"":""https://jobs.motelrocks.com""}","","Tech-scan: jobs.motelrocks.com CNAMEs to TEAMTAILOR; no page read.","","anchored"
"Moss","careers.moss.co.uk","generic-listing","{""startUrl"":""https://careers.moss.co.uk/jobs""}","","Careers page detected (host/links); generic crawler — needs a human check.","","anchored"
"Movado","www.movado.com","workday","{""tenant"":""movadogroup"",""site"":""Careers"",""origin"":""https://movadogroup.wd1.myworkdayjobs.com""}","","ATS link discovered on https://www.movado.com/","","anchored"
"Mountain Warehouse","careers.mountainwarehouse.com","generic-listing","{""startUrl"":""https://careers.mountainwarehouse.com/""}","","Careers page detected (host/links); generic crawler — needs a human check.","","anchored"
"MOUSSY","talent.ne.jp","generic-listing","{""startUrl"":""https://talent.ne.jp/""}","","Careers page detected (host/links); generic crawler — needs a human check.","","anchored"
"MR MARVIS","careers.mrmarvis.com","teamtailor","{""origin"":""https://careers.mrmarvis.com""}","","Tech-scan: careers.mrmarvis.com CNAMEs to TEAMTAILOR; no page read.","","anchored"
"MQ MarQet","career.mq.se","teamtailor","{""origin"":""https://career.mq.se""}","","TEAMTAILOR widget detected on career.mq.se","","anchored"
"MQ  Sweden","career.mq.se","teamtailor","{""origin"":""https://career.mq.se""}","","TEAMTAILOR widget detected on career.mq.se","","anchored"
"MPM-Quality","www.prim-hodinky.cz","generic-listing","{""startUrl"":""https://www.prim-hodinky.cz/careers""}","","Careers page detected (host/links); generic crawler — needs a human check.","","anchored"
"MS Mode","careers.msmode.com","generic-listing","{""startUrl"":""https://careers.msmode.com""}","","Tech-scan: careers.msmode.com CNAMEs to RECRUITEE; no page read. (needs slug — review)","","anchored"
"Mr. Davis","mrdavis.com","generic-listing","{""startUrl"":""https://mrdavis.com/careers/""}","","Careers page detected (host/links); generic crawler — needs a human check.","","anchored"
"MYKITA","career.mykita.com","generic-listing","{""startUrl"":""https://career.mykita.com/""}","","Careers page detected (host/links); generic crawler — needs a human check.","","anchored"
"Myer","careers.myer.com.au","generic-listing","{""startUrl"":""https://careers.myer.com.au/en/listing/""}","","Careers page detected (host/links); generic crawler — needs a human check.","","anchored"
"mysty woman","recruit.adastria.co.jp","generic-listing","{""startUrl"":""https://recruit.adastria.co.jp/information/career-plan.html""}","","Careers page detected (host/links); generic crawler — needs a human check.","","anchored"
"NAOS","careers.naos.com","successfactors","{""origin"":""https://careers.naos.com""}","","Tech-scan: careers.naos.com CNAMEs to SUCCESSFACTORS; no page read.","","anchored"
"nanamica","www.nanamica.com","generic-listing","{""startUrl"":""https://www.nanamica.com/jobs/""}","","Careers page detected (host/links); generic crawler — needs a human check.","","anchored"
"Nativa Leather","careers.nativalove.com","generic-listing","{""startUrl"":""https://careers.nativalove.com/""}","","Careers page detected (host/links); generic crawler — needs a human check.","","anchored"
"Naturally","www.uppercanadasoap.com","generic-listing","{""startUrl"":""http://www.uppercanadasoap.com/careers""}","","Careers page detected (host/links); generic crawler — needs a human check.","","anchored"
"Nature & Découvertes","jobs.natureetdecouvertes.com","generic-listing","{""startUrl"":""https://jobs.natureetdecouvertes.com/""}","","Careers page detected (host/links); generic crawler — needs a human check.","","anchored"
"Neil Morris Fragrances","www.neilmorrisfragrances.com","generic-listing","{""startUrl"":""https://www.neilmorrisfragrances.com/careers""}","","Careers page detected (host/links); generic crawler — needs a human check.","","anchored"
"New Balance","jobs.newbalance.com","generic-listing","{""startUrl"":""https://jobs.newbalance.com""}","","Tech-scan: jobs.newbalance.com CNAMEs to PHENOM; no page read. (needs slug — review)","","anchored"
"Neora","neora.com","generic-listing","{""startUrl"":""http://neora.com/us/en/Careers""}","","Careers page detected (host/links); generic crawler — needs a human check.","","anchored"
"Nike","jobs.nike.com","workday","{""tenant"":""nike"",""site"":""nke"",""origin"":""https://nike.wd1.myworkdayjobs.com""}","","ATS link discovered on https://jobs.nike.com/","","anchored"
"NKD","www.nkd.it","generic-listing","{""startUrl"":""https://www.nkd.it/""}","","Careers page detected (host/links); generic crawler — needs a human check.","","anchored"
"No-Tweeze","aiibeauty.com","generic-listing","{""startUrl"":""https://aiibeauty.com/pages/careers""}","","Careers page detected (host/links); generic crawler — needs a human check.","","anchored"
"Nordstrom","careers.nordstrom.com","workday","{""tenant"":""nordstrom"",""site"":""nordstrom_careers"",""origin"":""https://nordstrom.wd501.myworkdayjobs.com""}","","ATS link discovered on https://careers.nordstrom.com/?_ics=1756489818667&irclickid=~acimhb86b~fijdc467ci-2354767937a26bab34ULJHywvsmida3","","anchored"
"Norrona","www.norrona.com","generic-listing","{""startUrl"":""https://www.norrona.com/fr-FR/a-propos-norrona/careers/""}","","Careers page detected (host/links); generic crawler — needs a human check.","","anchored"
"NORTVI","www.nortvi.com","generic-listing","{""startUrl"":""https://www.nortvi.com/careers""}","","Careers page detected (host/links); generic crawler — needs a human check.","","anchored"
"Norman Wakabayashi","careers.normanwakabayashi.com","generic-listing","{""startUrl"":""https://careers.normanwakabayashi.com/""}","","Careers page detected (host/links); generic crawler — needs a human check.","","anchored"
"NOWATCH","careers.nowatch.com","generic-listing","{""startUrl"":""https://careers.nowatch.com""}","","Tech-scan: careers.nowatch.com CNAMEs to RECRUITEE; no page read. (needs slug — review)","","anchored"
"Nude Project","careers.nude-project.com","teamtailor","{""origin"":""https://careers.nude-project.com""}","","Tech-scan: careers.nude-project.com CNAMEs to TEAMTAILOR; no page read.","","anchored"
"Nudie Jeans","careers.nudiejeans.com","teamtailor","{""origin"":""https://careers.nudiejeans.com""}","","Tech-scan: careers.nudiejeans.com CNAMEs to TEAMTAILOR; no page read.","","anchored"
"Nudient","careers.nudient.com","teamtailor","{""origin"":""https://careers.nudient.com""}","","Tech-scan: careers.nudient.com CNAMEs to TEAMTAILOR; no page read.","","anchored"
"Nutrire","careers.tricoci.com","teamtailor","{""origin"":""https://careers.tricoci.com""}","","Tech-scan: careers.tricoci.com CNAMEs to TEAMTAILOR; no page read.","","anchored"
"Oak Essentials","oakessentials.com","greenhouse","{""board"":""jennikayne""}","","ATS link discovered on https://oakessentials.com/pages/careers","","anchored"
"O'Neill","careers.oneill.com","generic-listing","{""startUrl"":""https://careers.oneill.com/en/your-career""}","","Careers page detected (host/links); generic crawler — needs a human check.","","anchored"
"Ochie","careers.ochieswim.com","generic-listing","{""startUrl"":""https://careers.ochieswim.com/""}","","Careers page detected (host/links); generic crawler — needs a human check.","","anchored"
"Ochsner Sport","jobs.ochsnersport.ch","generic-listing","{""startUrl"":""https://jobs.ochsnersport.ch/jobsuche/?&pg=1""}","","Careers page detected (host/links); generic crawler — needs a human check.","","anchored"
"ODLO","career.odlo.com","generic-listing","{""startUrl"":""https://career.odlo.com/""}","","Careers page detected (host/links); generic crawler — needs a human check.","","anchored"
"Oh Polly","careers.ohpolly.com","teamtailor","{""origin"":""https://careers.ohpolly.com""}","","Tech-scan: careers.ohpolly.com CNAMEs to TEAMTAILOR; no page read.","","anchored"
"OLAPLEX  INC.","www.olaplex.com","greenhouse","{""board"":""v1""}","","ATS link discovered on http://www.olaplex.com/pages/careers","","anchored"
"oldcolour","career.tmall.com","generic-listing","{""startUrl"":""https://career.tmall.com/""}","","Careers page detected (host/links); generic crawler — needs a human check.","","anchored"
"Olula","talent.olula.net","generic-listing","{""startUrl"":""https://talent.olula.net/""}","","Careers page detected (host/links); generic crawler — needs a human check.","","anchored"
"Olsen","www.olsenfashion.com","generic-listing","{""startUrl"":""https://www.olsenfashion.com/careers""}","","Careers page detected (host/links); generic crawler — needs a human check.","","anchored"
"ONE","careers.one.com","teamtailor","{""origin"":""https://careers.one.com""}","","Tech-scan: careers.one.com CNAMEs to TEAMTAILOR; no page read.","","anchored"
"omen & oak","careers.fourthwall.com","generic-listing","{""startUrl"":""https://careers.fourthwall.com/""}","","Careers page detected (host/links); generic crawler — needs a human check.","","anchored"
"Once Upon A Child","www.onceuponachild.com","generic-listing","{""startUrl"":""https://www.onceuponachild.com/jobs/""}","","Careers page detected (host/links); generic crawler — needs a human check.","","anchored"
"Only & Sons","www.onlyandsons.com","generic-listing","{""startUrl"":""https://www.onlyandsons.com/careers""}","","Careers page detected (host/links); generic crawler — needs a human check.","","anchored"
"ONLY","www.only.com","generic-listing","{""startUrl"":""https://www.only.com/fr-fr/mode-femme/offres""}","","Careers page detected (host/links); generic crawler — needs a human check.","","anchored"
"Oogwereld","jobs.oogwereld.nl","generic-listing","{""startUrl"":""https://jobs.oogwereld.nl/""}","","Careers page detected (host/links); generic crawler — needs a human check.","","anchored"
"Optic 2000","www.optic2000.com","generic-listing","{""startUrl"":""https://www.optic2000.com/offres-et-services#WAH42G6""}","","Careers page detected (host/links); generic crawler — needs a human check.","","anchored"
"Optical 88","careers.optical88.com.hk","generic-listing","{""startUrl"":""https://careers.optical88.com.hk/""}","","Careers page detected (host/links); generic crawler — needs a human check.","","anchored"
"OMEGA","www.omegawatches.com","generic-listing","{""startUrl"":""https://www.omegawatches.com/careers""}","","Careers page detected (host/links); generic crawler — needs a human check.","","anchored"
"Optical Superstore","www.opticalsuperstore.com.au","generic-listing","{""startUrl"":""https://www.opticalsuperstore.com.au/careers""}","","Careers page detected (host/links); generic crawler — needs a human check.","","anchored"
